SiteID,SiteName,Country,Latitude,Longitude,PhaseID,Culture,StartBCE,EndBCE,milk,non.milk
ABIN,Abingdon,UK,51.671,-1.288,ABIN01,EN,3600,3000,16,14
ABOR,Abora,Latvia,56.858,26.843,ABOR02,Corded ware,2940,2054,0,8
AGL,Plan d’Agl,Switzerland,46.829,10.199,AGL01,BA/IA,1118,75,2,3
AGLI,Aglionby sand pit,UK,54.9,-2.864,AGLI01,BA,1686,1194,0,1
AGSA,Asagi Pinar,Turkey,41.722,27.226,AGSA01,Neo,5500,5000,7,3
AGSA,Asagi Pinar,Turkey,41.722,27.226,AGSA02,Neo,5500,5000,3,3
AJDO,Ajdovska jama,Slovenia,45.95,15.426,AJDO01,LN,4308,4265,5,7
AKAL,Akali,Estonia,58.408,27.23,AKAL01,Narva,5200,3900,0,31
AKON,Akonge,Denmark,55.408,10.691,AKON01,TRB,4000,3800,9,11
AKTO,Aktopraklik,Turkey,40.174,28.771,AKTO01,LN,5900,5700,0,2
ALBA,Al-Basatîn,Jordan,32.516,35.644,ALBA01,Neo,4800,3500,0,8
ALE,Ale,Denmark,55.887,9.562,ALE01,Ertebolle,4500,4000,0,2
ALIZ,Alizay,France,49.3,1.2,ALIZ01,EN,5400,5200,2,0
ALKS,Alksnyne 3,Lithuania,55.63,21.13,ALKS01,Corded ware,2500,2400,0,4
ALSO,Alsonyek,Hungary,46.207,18.702,ALSO01,Starcevo,5704,5558,8,5
AMES,Amesbury Archer,UK,51.17,-1.76,AMES01,EBA,2380,2290,1,0
APC,Apc-Berekalja I,Hungary,47.792,19.703,APC01,LBK,5470,4950,6,6
APC,Apc-Berekalja I,Hungary,47.792,19.703,APC02,LBK,5470,4950,0,8
APC,Apc-Berekalja I,Hungary,47.792,19.703,APC03,LBK,5470,4950,2,9
APC,Apc-Berekalja I,Hungary,47.792,19.703,APCX,LBK,5470,4950,1,0
APSA,Apsalos,Greece,40.901,22.053,APSA01,MN,5701,5622,3,16
ARBO,Arbon Bleiche 3,Switzerland,47.503,9.427,ARBO01,LN,3384,3370,6,23
ARIA,Aria Babi,Serbia,44.556,22.009,ARIA01,Starcevo,6300,5500,0,5
ARMA,Armadale,UK,57.065,-5.9,ARMA01,BA,2340,1667,1,0
ASAV,Asaviec 4,Belarus,54.262,27.13,ASAV01,Narva,4500,4000,0,3
ATAP,Portalon,Spain,42.349,-3.519,ATAP01,Neo,5434,3806,1,4
ATAP,Portalon,Spain,42.349,-3.519,ATAP02,Chalcolithic,3240,2823,11,7
ATAP,Portalon,Spain,42.349,-3.519,ATAP03,Chalcolithic,3029,2125,12,3
ATAP,Portalon,Spain,42.349,-3.519,ATAP04,BA,2082,1700,11,3
ATXO,Atxoste,Spain,42.754,-2.477,ATXO3B,Meso/EN,6154,4828,0,1
AUGH,Aughertree Fell,UK,54.733,-3.149,AUGH01,BA,1686,1194,1,2
AUGS,Augsburg-Haunstetten 1,Germany,48.317,10.905,AUGS01,BA,1200,800,1,0
BAA,Baabe 2,Germany,54.36,13.705,BAA01,TRB,3991,3668,2,12
BAA,Baabe 2,Germany,54.36,13.705,BAA02,TRB/Ertebolle,4250,3797,10,19
BAA,Baabe 2,Germany,54.36,13.705,BAA03,TRB/Ertebolle,4253,3786,4,10
BAA,Baabe 2,Germany,54.36,13.705,BAA05,Ertebolle,4375,4086,1,0
BADE,Bademagaci,Turkey,40.303,29.609,BADE01,Neo,7100,6000,4,2
BAIL,Baile Sear,UK,57.524,-7.379,BAIL01,IA,-479,-662,6,5
BAL,Balatonszárszó,Hungary,46.811,17.845,BAL01,LBK,5404,4915,0,10
BAL,Balatonszárszó,Hungary,46.811,17.845,BAL02,LBK,5404,4915,3,9
BAL,Balatonszárszó,Hungary,46.811,17.845,BAL03,LBK,5404,4915,0,22
BALB,Balbirnie,UK,56.215,-3.155,BALB01,NA,2000,1500,2,0
BALF,Balfarg riding school,UK,56.216,-3.154,BALF01,Grooved Ware,3127,2846,3,5
BALH,"Balhungie, Monikie",UK,56.5,-2.791,BALH01,EBA,2030,1880,1,0
BALL,Ballowall,UK,50.122,-5.701,BALL01,EBA,2500,801,1,0
BALLC,Ballynacarriga,UK,52.178,-8.272,BALLC01,Grooved Ware,2674,2414,7,3
BALLG,Ballygalley,UK,54.896,-5.864,BALLG01,EN,3720,3620,14,5
BALLH,Ballynahatty,UK,54.542,-5.951,BALLH01,Grooved Ware,2769,2287,10,0
BALR,Balregan,UK,54.029,-6.434,BALR01,MN,3600,3300,10,2
BARC,Barcin Hoyuk,Turkey,40.303,29.609,BARC01,Neo,6600,6000,45,51
BAUA,Bau Angius-Terralba,Italy,39.7,8.6,BAUA01,MNB,4500,4000,4,1
BEKE,Békésszentandrás-Furugy,Hungary,46.862,20.492,BEKE01,MCA,4000,3600,0,11
BELK,Belkaragai,Kazakhstan,53.2,63.6,BELK01,LN/EBA,3600,3100,0,9
BEN,"Ben Lawers, Perth&Kinross",UK,56.515,-4.165,BEN01,Beaker,2350,2020,1,0
BEST,Bestamak,Kazakhstan,49.2,78.4,BEST01,LN,4600,3600,0,13
BHAR,Bharpa Langlais,UK,57.571,-7.292,BHAR01,Hebridean,3600,2900,1,1
BIAR,Biarešca 4,Belarus,55.195,30.207,BIAR01,Narva,4500,4000,1,3
BILL,Billown,UK,54.092,-4.656,BILL01,Ronaldsway,2900,2300,9,2
BIS,Bischoffsheim,France,48.483,7.483,BIS02B,LBK,5298,5248,1,11
BIS,Bischoffsheim,France,48.483,7.483,BIS02C,LBK,5248,5223,0,7
BIS,Bischoffsheim,France,48.483,7.483,BIS03,LBK,5223,5183,1,10
BIS,Bischoffsheim,France,48.483,7.483,BIS04A1,LBK,5183,5150,2,18
BIS,Bischoffsheim,France,48.483,7.483,BIS04A2,LBK,5150,5138,1,5
BIS,Bischoffsheim,France,48.483,7.483,BIS04B,LBK,5138,5070,0,11
BJOR,Bjornsholm,Denmark,56.839,9.204,BJOR01,TRB,3900,3500,6,4
BJOR,Bjornsholm,Denmark,56.839,9.204,BJOR02,Ertebolle,4500,4000,1,0
BLAC,Black Patch,UK,50.874,-0.438,BLAC01,BA,1738,797,3,4
BLAG,Blagotin,Serbia,43.717,21.106,BLAG01,Neo,6200,6000,8,1
BOD,Bodzia,Poland,52.703,18.888,BOD01,LBK,5300,5200,9,13
BOD,Bodzia,Poland,52.703,18.888,BOD02,LBK,4330,3940,0,36
BOD,Bodzia,Poland,52.703,18.888,BOD06,LBK,5300,5200,1,0
BODO,Bodø Skålbunes,Norway,67.3,14.4,BODO01,Neo,-312,-553,1,0
BOGA,Bogazköy,Turkey,40.025,34.608,BOGA01,LBA,1500,1200,0,1
BORN,Bornais,UK,57.244,-7.424,BORN01/1,IA,-479,-662,6,0
BORN,Bornais,UK,57.244,-7.424,BORN01/2,IA,-703,-758,7,11
BORN,Bornais,UK,57.244,-7.424,BORN02/1,Norse,-852,-1198,15,7
BORN,Bornais,UK,57.244,-7.424,BORN02/2,Norse,-674,-1166,1,3
BORN,Bornais,UK,57.244,-7.424,BORN03,Norse,-1078,-1110,42,20
BORN,Bornais,UK,57.244,-7.424,BORN04/1,Norse,-1070,-1379,5,0
BORN,Bornais,UK,57.244,-7.424,BORN04/2,Norse,-1278,-1298,3,2
BORN,Bornais,UK,57.244,-7.424,BORN04/3,Norse,-1290,-1395,4,1
BOSC,Boscombe,UK,51.164,-1.766,BOSC01,Beaker,2452,2081,9,6
BOSI,Bosiliack,UK,50.152,-5.598,BOSI01,NA,1690,1500,1,0
BOTA,Botai,Kazakhstan,53.3,67.6,BOTA01,LN/EBA,3600,3100,0,50
BOU,Brodau,Germany,51.491,12.336,BOU01,LBK,5200,5000,3,3
BOWS,Bowsden West Farm,UK,55.672,-2.011,BOWS01,EBA,2570,2300,2,0
BOZ,Bozejewice,Poland,52.689,18.243,BOZ01,LBK,5300,5200,5,23
BPO,Bordu<U+0219>ani-Popina,Romania,44.5,27.923,BPO01,Chalcolithic,4506,4266,2,9
BRAE,Braes o'Habreck,UK,59.124,-2.971,BRAE01,Hebridean,3600,2900,2,1
BRAN,"Bransk, site 22",Poland,52.761,22.836,BRAN01,Meso,5250,3750,0,1
BREA,Brean Down,UK,51.328,-3.034,BREA04,BA,1942,688,14,2
BREA,Brean Down,UK,51.328,-3.034,BREA05B,BA,1687,738,5,7
BREA,Brean Down,UK,51.328,-3.034,BREA06,BA,2168,614,3,1
BRN,Brunn am Gebirge,Austria,48.117,16.297,BRN02,LBK,5670,5410,0,3
BRN,Brunn am Gebirge,Austria,48.117,16.297,BRN03,LBK,5410,5350,2,4
BROO,Broomend of Crichie,UK,57.267,-2.368,BROO01,EBA,2340,2130,1,0
BROU,Broughton Barn,UK,52.056,-0.677,BROU01,EBA,1890,1740,2,0
BROX,Broxburn,UK,55.934,-3.428,BROX01,Beaker,2350,2020,2,0
BRU,Brunn 17,Denmark,53.671,13.371,BRU01,TRB,4068,3408,1,0
BRZ,Brzezin 7,Poland,53.183,14.9,BRZ07,LBK,5300,5000,3,4
BUC,Bucy-le-Long,France,49.389,3.385,BUC01,VSG,5305,4444,1,2
BUC,Bucy-le-Long,France,49.389,3.385,BUC02,VSG,5305,4444,6,3
BUCK,Buckskin,UK,51.257,1.136,BUCK01,EBA,2280,1690,1,1
BULF,Bulford,UK,51.187,-1.75,BULF01,NA,2300,1900,0,1
BYL,Bylany,Czech Republic,49.936,15.242,BYL02,LBK,5500,5340,3,1
BYL,Bylany,Czech Republic,49.936,15.242,BYL05,LBK,5500,5340,0,4
BYL,Bylany,Czech Republic,49.936,15.242,BYL0503,LBK,5500,5340,0,1
BYL,Bylany,Czech Republic,49.936,15.242,BYL0504,LBK,5500,5340,1,16
BYL,Bylany,Czech Republic,49.936,15.242,BYL19,LBK,5160,5100,0,38
CABE,Cabeço das Amoreiras,Portugal,38.3,-8.4,CABE01,Cardial,5500,5100,0,15
CALD,Gruta do Caldeirão,Portugal,39.6,-8.5,CALD01,EN,5500,4500,1,7
CANE,Los Canes,Spain,43.3,-4.8,CANE01,EN,5000,4500,2,6
CANS,Can Sadurní,Catalonia,41.345,1.912,CANS01,Cardial,6000,5000,1,1
CANS,Can Sadurní,Catalonia,41.345,1.912,CANS02,EPC,6000,5000,3,1
CARN,Carneddau,UK,52.586,-3.492,CARN02,NA,1904,1524,1,0
CATA,Cataclews,UK,50.546,-5.007,CATA01,Neo,2014,1660,2,1
CATAL,Çatalhöyük,Turkey,37.666,32.826,CATAL01,NA,7000,6000,6,31
CATAL,Çatalhöyük,Turkey,37.666,32.826,CATALM,LN,6400,6317,0,9
CATAL,Çatalhöyük,Turkey,37.666,32.826,CATALN,LN,6300,6294,0,6
CATAL,Çatalhöyük,Turkey,37.666,32.826,CATALO,LN,6294,6163,0,9
CATAL,Çatalhöyük,Turkey,37.666,32.826,CATALP,LN,6163,6131,2,7
CATAL,Çatalhöyük,Turkey,37.666,32.826,CATALQ,LN,6131,6121,0,4
CATAL,Çatalhöyük,Turkey,37.666,32.826,CATALR,LN,6121,5930,0,7
CAYO,Cayönü Tepesi,Turkey,38.218,38.218,CAYO01,Neo,6500,6000,0,9
CEF,Cliff End Farm,UK,51.33,1.37,CEF01-2,LBA,770,723,1,1
CEF,Cliff End Farm,UK,51.33,1.37,CEF01-3,LBA,910,770,1,0
CEF,Cliff End Farm,UK,51.33,1.37,CEF01-4,LBA,928,910,0,2
CEF,Cliff End Farm,UK,51.33,1.37,CEF01-5,LBA,938,928,0,1
CEF,Cliff End Farm,UK,51.33,1.37,CEF01-8,LBA,1088,963,0,3
CEF,Cliff End Farm,UK,51.33,1.37,CEF02,LBA,1030,975,0,2
CEF,Cliff End Farm,UK,51.33,1.37,CEF04,LBA,1075,985,0,1
CETO,Cueva de el Toro,Spain,36.627,-4.518,CETO01,Neo,5280,4780,1,13
CETO,Cueva de el Toro,Spain,36.627,-4.518,CETO02,Neo,4250,3950,0,10
CHA,Chabsko 24,Poland,52.633,17.933,CHA24,LBK,5100,4800,2,2
CHAM,Chamanna dal Paster,Switzerland,46.482,9.938,CHAM01,IA,838,436,2,2
CHAP,Chapel Carn Brea,UK,50.095,-5.657,CHAP01,EBA,1880,1520,1,0
CHAT,Chatton Sandyford,UK,55.534,-1.843,CHAT01,Beaker,2350,2020,3,0
CICC,Ciccotto,Italy,40.862,16.675,CICC01,EN,7000,4000,1,2
CLAD,Cladh Hallan,UK,57.172,-7.41,CLAD01,BA,2340,1667,3,1
CLAD,Cladh Hallan,UK,57.172,-7.41,CLAD02,BA/IA,1000,400,16,0
COL,Colmar,France,48.076,7.373,COL01,LBK,5298,5248,1,4
COL,Colmar,France,48.076,7.373,COL02,LBK,5248,5223,0,8
COL,Colmar,France,48.076,7.373,COL03,LBK,5223,5183,1,6
COLLE,Colle Santo Stefano,Italy,41.95,13.654,COLLE01,Impressa,5840,5460,6,15
COLO,Colombelles “Le Lazzaro”,France,49.2,-0.3,COLO01,LBK/VSG,5300,4900,19,19
CORB,Corbiewells,UK,57.674,-3.157,CORB01,EBA,2400,2130,1,0
COSS,Cossington,UK,52.714,-1.112,COSS01,EBA,2100,1520,5,1
CRAW,"Crawstane, Barflat Rhynie",UK,57.325,-2.836,CRAW01,Beaker,2350,2020,2,0
CREA,Crean,UK,50.065,-5.644,CREA01,EBA,1880,1520,1,0
CROS,"Cross Farm, Stanbury",UK,53.83,-1.986,CROS01,EBA,1960,1780,1,0
CROSS,Crossiecrown,UK,59.006,-3.006,CROSS01,Grooved Ware,2900,2300,3,2
CUCK,Cuckoo Stone,UK,51.189,-1.793,CUCK01,NA,2246,1754,0,2
CUI,Cuiry-lès-Chaudardes,France,49.384,3.764,CUI01,LBK,5132,4773,13,6
CUI,Cuiry-lès-Chaudardes,France,49.384,3.764,CUI02,LBK,5135,4869,10,4
CUI,Cuiry-lès-Chaudardes,France,49.384,3.764,CUI03,LBK,5137,4964,25,16
CUI,Cuiry-lès-Chaudardes,France,49.384,3.764,CUI04,VSG,5305,4444,4,4
CUI,Cuiry-lès-Chaudardes,France,49.384,3.764,CUI05,Michelsberg,3912,3692,10,5
CULD,Culduthel,UK,57.451,-4.224,CULD01,Beaker,2560,2290,0,1
CULD,Culduthel,UK,57.451,-4.224,CULD02,MN,3400,2800,3,0
CUVE,Ils Cuvels,Switzerland,46.672,10.16,CUVE01,BA,1926,1574,0,4
DABK,"Dabki, site 9",Poland,54.38,16.319,DABK01,Meso,4250,4000,3,46
DAKT,Daktariške 5,Lithuania,55.8,22.38,DAKT01,GAC,2900,2700,1,3
DAKT,Daktariške 5,Lithuania,55.8,22.38,DAKT02,Corded ware,2800,2400,2,8
DAKT,Daktariške 5,Lithuania,55.8,22.38,DAKT03,Corded ware,2400,1800,1,5
DAKT,Daktariške 5,Lithuania,55.8,22.38,DAKT04,NA,2800,2400,0,3
DAKT,Daktariške 5,Lithuania,55.8,22.38,DAKT05,Narva,4500,4000,0,5
DAKU,Dakudava 5,Belarus,53.815,25.514,DAKU01,Corded ware,2900,2300,1,0
DANE,Danebury Hillfort,UK,51.138,-1.539,DANE01,IA,550,50,24,6
DANI,Danilo,Croatia,43.7,16.057,DANI01,MN,5198,4744,2,7
DAVI,Davidstow Moor,UK,50.633,-4.617,DAVI05,EBA,2500,801,1,0
DAVI,Davidstow Moor,UK,50.633,-4.617,DAVI24,EBA,2500,801,0,1
DAVI,Davidstow Moor,UK,50.633,-4.617,DAVI26,EBA,2500,801,1,0
DEMO,Demouville,France,49.2,-0.3,DEMO01,EN,5400,5200,1,2
DERE,Dereivka,Ukraine,48.9,33.8,DERE01,LN/EBA,3950,3530,1,26
DIET,Dietfurt-Tankstelle,Germany,49.033,11.574,DIET01,IA,800,450,1,0
DIEZ,Dietfurt-Tennisplatz,Germany,49.034,11.577,DIEZ01,IA,800,450,1,0
DIVO,Divostin,Serbia,44.024,20.833,DIVO01,Vinca Plocnik,5000,4600,3,4
DOBO,Doboz-Sarkadi-úti erdo,Hungary,46.677,21.302,DOBO01,LCA,3600,3000,0,8
DOEL,Doel 'Deurganckdok’,Belgium,51.311,4.265,DOEL01,Meso,4458,4242,1,1
DOMU,Domuz Tepe,Turkey,37.321,37.036,DOMU01,Neo,5600,5500,0,7
DONE,Donegore Hill,UK,54.736,-6.116,DONE01,EN,3860,3510,27,1
DONG,Dongal ,Kazakhstan,49.235,75.869,DONG01,BA,800,700,3,4
DOON,Doon Hill,UK,55.972,-2.503,DOON01,Neo,4046,3554,2,0
DOUG,Douglastown,UK,56.616,-2.95,DOUG01,EBA,2120,1900,1,0
DRAZ,Drazdy 12,Belarus,53.467,26.68,DRAZ01,Meso,5250,3750,0,2
DRAZ,Drazdy 12,Belarus,53.467,26.68,DRAZ02,Corded ware,2500,2000,0,1
DREN,Drenovac,Serbia,44,21.4,DREN01,Vinca Plocnik,5000,4600,6,5
DREN,Drenovac,Serbia,44,21.4,DREN02,Vinca Developed,5100,4900,2,1
DREN,Drenovac,Serbia,44,21.4,DRENX,Vinca,5300,4600,1,0
DSD,Droßdorf,Germany,51.008,12.123,DSD01,Michelsberg,4300,3800,3,4
DSD,Droßdorf,Germany,51.008,12.123,DSD02,Baalberger,3800,3500,12,5
DST,Dillingen-Steinheim,Germany,48.019,10.155,DST01,LBK,5250,5100,1,9
DUBI,Dubiciai 2,Lithuania,54.02,24.75,DUBI01,Corded ware,2800,2400,0,2
DUBI,Dubiciai 2,Lithuania,54.02,24.75,DUBI02,Meso,5250,3750,0,1
DUBO,Dubovy Loh 5,Belarus,52.527,31.363,DUBO01,Meso,5250,3750,0,1
DUNA,Dun Arnistean,UK,58.503,-6.232,DUNA01,IA,-479,-662,1,0
DUNAS,Dunasbroc,UK,58.473,-6.339,DUNAS01,Hebridean,3600,2900,16,2
DUNV,Dun Vulan,UK,57.241,-7.45,DUNV01,IA,150,-600,4,1
DUNV,Dun Vulan,UK,57.241,-7.45,DUNV02,IA,100,-100,2,0
DURR,Durrington Walls,UK,51.193,-1.787,DURR01,Grooved Ware,2490,1990,10,11
DURR,Durrington Walls,UK,51.193,-1.787,DURR03,EBA,2450,1700,6,1
DURR,Durrington Walls,UK,51.193,-1.787,DURR04,Grooved Ware,2490,1990,26,95
EAST,Easter Coltfield,UK,57.658,-3.475,EAST01,Beaker,2350,2020,0,3
ECSE,Ecsegfalva 23,Hungary,47.143,20.902,ECSE01,Starcevo,5800,5650,5,3
ECSE,Ecsegfalva 23,Hungary,47.143,20.902,ECSE02,Starcevo,5800,5700,5,2
EGEG,Ege Gubre,Turkey,38.739,26.96,EGEG01,Neo,6200,5700,3,8
EIRO,Cova Eirós,Spain,42.8,-7.2,EIRO01,Cardial,5250,5000,0,1
ELY,Ely Recycling Centre,UK,52.387,0.225,ELY01,LN/EBA,1910,1430,1,1
ENDP,Endrod-Páskum,Hungary,46.91,20.789,ENDP01,EN,6000,5500,0,4
ENDS,Endrod-Szujókereszt,Hungary,46.929,20.77,ENDS01,EN,6000,5500,0,3
ENS,Ensisheim,France,47.876,7.354,ENS02,LBK,5342,5195,9,10
ENS,Ensisheim,France,47.876,7.354,ENS03,LBK,5223,5183,6,10
ENS,Ensisheim,France,47.876,7.354,ENS04,LBK,5183,5070,3,8
ESPO,Espoo Näkinkylä,Finland,60.198,24.601,ESPO01,Corded ware,2800,2300,1,1
ESPOB,Espoo Bolarskog I,Finland,60.178,24.692,ESPOB01,Morby ware,800,-300,4,2
ETON,Eton Rowing Lake,UK,51.494,-0.663,ETON01,EN,4100,3500,23,4
EURA,Eura Luistarintien alue,Finland,61.112,22.144,EURA01,BA,1500,500,0,2
EWAN,Ewanrigg,UK,54.703,-3.501,EWAN01,EBA,2460,1520,1,0
EYT,Eythra,Germany,51.236,12.294,EYT01,LBK,5300,5200,0,3
EYT,Eythra,Germany,51.236,12.294,EYT02,LBK,5200,5000,0,5
EYT,Eythra,Germany,51.236,12.294,EYT03,Corded ware,2500,2200,2,2
EYT,Eythra,Germany,51.236,12.294,EYT04,LN/EBA,2500,2000,0,1
EYT,Eythra,Germany,51.236,12.294,EYT06,EBA,2200,1600,2,1
EYT,Eythra,Germany,51.236,12.294,EYT07,SBK,5000,4500,0,3
FAV,Faverdale,UK,54.551,-1.569,FAV01,LIA/E Roman,-100,-200,6,40
FAV,Faverdale,UK,54.551,-1.569,FAV02,LIA/E Roman,-170,-230,0,4
FAV,Faverdale,UK,54.551,-1.569,FAV03,LIA/E Roman,-100,-400,0,1
FAV,Faverdale,UK,54.551,-1.569,FAV04,LIA/E Roman,-300,-400,0,2
FDR,Friedrichsruhe 7/8,Germany,53.527,11.749,FDR07,TRB,4092,3202,11,5
FDR,Friedrichsruhe 7/8,Germany,53.527,11.749,FDR08,TRB,3769,3418,3,3
FINS,Finström Godby,Finland,60.23,19.988,FINS01,Morby ware,800,-300,1,0
FISH,Fishacre-Choakford,UK,50.402,-3.829,FISH01,Beaker,2500,2000,0,1
FKIR,Fikir Tepe,Turkey,40.987,29.04,FKIR01,Neo,6000,5500,19,6
FLIX,Flixborough,UK,53.618,-0.676,FLIX01,Saxon,900,700,7,24
FLIX,Flixborough,UK,53.618,-0.676,FLIX02,Saxon,1000,800,4,14
FLIX,Flixborough,UK,53.618,-0.676,FLIXX,Saxon,1200,600,2,3
FMAR,Fontenay-le-Marmion,France,49.1,-0.4,FMAR01,La Hoguette,5400,5200,0,1
FOND,"Fondo Azzollini, Pulo di Molfetta",Italy,41.195,16.576,FOND01,EN,7000,4000,4,5
FONT,Font Juvénal,France,43.297,2.343,FONT01,Pericardial,5610,4960,0,1
FONT,Font Juvénal,France,43.297,2.343,FONT02,EPC,5210,4400,4,1
FONT,Font Juvénal,France,43.297,2.343,FONT03,Chasseen,4900,4070,2,0
FONT,Font Juvénal,France,43.297,2.343,FONT04,Chasseen,4780,3970,4,0
FONT,Font Juvénal,France,43.297,2.343,FONTX,NA,5610,3040,1,0
FRAN,"Franks’ Sandpit, Betchworth",UK,51.241,-0.267,FRAN01,Grooved Ware,2674,2360,3,0
FRED,Frederiksodde,Denmark,55.568,9.749,FRED01,Ertebolle,4500,4000,0,1
FSH,Fishbourne,UK,50.837,0.81,FSH01,Roman,-100,-300,0,2
FSV,Felsovadász-Várdomb,Hungary,48.37,20.92,FSV01,ALP,5246,4754,2,8
FUG,Füzesabony-Gubakút,Hungary,47.731,20.413,FUGX,ALP,5432,5255,7,22
FUZE,Füzesgyarmat-Kék-tó-dulo,Hungary,47.105,21.211,FUZE01,ALP,5500,5000,0,1
GAD,Gädebehn 10,Germany,53.618,13.091,GAD01,TRB,4068,3408,2,0
GAYH,Gayhurst Barrow,UK,52.094,-0.756,GAYH01,NA,2100,1900,1,0
GEL,Geleen-Janskamperveld,Netherlands,50.985,5.814,GEL01,LBK,5220,5210,10,10
GEL,Geleen-Janskamperveld,Netherlands,50.985,5.814,GEL02,LBK,5210,5200,8,13
GEL,Geleen-Janskamperveld,Netherlands,50.985,5.814,GEL03,LBK,5200,5190,1,0
GEL,Geleen-Janskamperveld,Netherlands,50.985,5.814,GEL04,LBK,5190,5180,0,2
GEL,Geleen-Janskamperveld,Netherlands,50.985,5.814,GEL05,LBK,5180,5170,1,4
GENE,Generalka,Ukraine,47.6,35.3,GENE01,EBA,2973,2484,1,26
GERA,Gerani,Greece,35.359,24.408,GERA01,BA,4000,3500,0,2
GIRV,Girvan Warehouse,UK,55.264,-4.834,GIRV01,Neo,4046,3554,6,1
GITA,Los Gitanos,Spain,43.4,-3.3,GITA01,EN,4500,3500,4,9
GITA,Los Gitanos,Spain,43.4,-3.3,GITA02,EN,5000,3500,4,10
GLEN,Glencrutchery,UK,54.152,-4.485,GLEN01,Ronaldsway,2900,2300,2,2
GLUK,Glukas 3,Lithuania,54.29,24.559,GLUK01,Meso,5250,3750,0,1
GOOD,Goodland,UK,55.204,-6.119,GOOD01,MN,3600,3000,19,0
GOX,Goxhill,UK,53.678,-0.33,GOX01,NA,-250,-300,3,13
GOX,Goxhill,UK,53.678,-0.33,GOX02,NA,-275,-400,0,2
GOX,Goxhill,UK,53.678,-0.33,GOX03,NA,-400,-700,1,1
GOX,Goxhill,UK,53.678,-0.33,GOX04,NA,-200,-300,0,4
GOX,Goxhill,UK,53.678,-0.33,GOX05,NA,-150,-200,0,1
GOX,Goxhill,UK,53.678,-0.33,GOX06,NA,-50,-125,3,6
GOX,Goxhill,UK,53.678,-0.33,GOX07,IA,400,50,3,0
GRAD,"Grady-Woniecko, site 1",Poland,53.147,22.406,GRAD01,Meso,5250,3750,0,5
GRBS,Gribaša 4,Lithuania,54.04,24.73,GRBS01,GAC,2900,2400,0,1
GRBS,Gribaša 4,Lithuania,54.04,24.73,GRBS02,Meso,5250,3750,0,2
GRD,Garadna,Hungary,48.418,21.173,GRD01,ALP,5288,5030,4,14
GRIB,Gribaia-Nurachi,Italy,40,8.5,GRIB01,MNB,4500,4000,4,4
GRIV,Grivac,Serbia,44.004,20.698,GRIV01,Neo,6200,6000,3,3
GROTG,Grotte Gazel,France,43.326,2.421,GROTGB,Cardial,5300,5000,4,2
GROTG,Grotte Gazel,France,43.326,2.421,GROTGC,EPC,5100,4800,1,0
GROTG,Grotte Gazel,France,43.326,2.421,GROTGD,NA,4800,4500,2,1
GROTS,Grotta San Michele,Italy,39.779,16.157,GROTS01,EN,7000,4000,0,1
GROTS,Grotta San Michele,Italy,39.779,16.157,GROTS02,Stamped Ware,7000,4000,2,0
GRUB,Grube-Rosenhof LA 58,Germany,54.253,11.031,GRUB01,Ertebolle,4500,4000,15,80
GUVE,Guvercinkayasi,Turkey,38.402,34.196,GUVE01,Neo,5210,4850,0,3
HAGG,Haggardstown,UK,53.966,-6.392,HAGG01,EN,3721,3524,8,0
HAMA,Hamarøy Uteid,Norway,68.1,15.6,HAMA01,Neo,1100,270,1,0
HAMB,Hambledon Hill,UK,50.913,-2.222,HAMB01,EN,3700,3300,17,9
HAME,Hämeenlinna Hauho Perkiö,Finland,61.172,24.563,HAME01,Corded ware,2800,2300,0,1
HARF,Harford P&R,UK,52.589,1.27,HARF01,NA,2460,1980,3,1
HARL,Harlyn Bay,UK,50.54,-4.998,HARL01,EBA,2500,801,1,0
HATT,Hattersheim,Germany,50.07,8.487,HATT01,Michelsberg,4360,3535,2,2
HAVN,"Havnø
",Denmark,56.716,10.162,HAVN01,Ertebolle,4500,4000,2,4
HAVN,"Havnø
",Denmark,56.716,10.162,HAVN02,TRB,3900,3500,1,3
HEJ,Hejokürt-Lidl,Hungary,47.868,21.011,HEJ01,MN,5251,4846,0,1
HELS,Helsinki Malminkartano,Finland,60.247,24.862,HELS01,Corded ware,2800,2300,0,1
HER,Herxheim,Germany,49.137,8.213,HER01,LBK,5300,4950,0,1
HIRS,The Hirsel,UK,55.659,-2.272,HIRS01,Neo,3725,3600,3,0
HJAR,Hjarnø,Denmark,55.826,10.083,HJAR01,Ertebolle,4500,4000,0,3
HOCA,Hoca Cesme,Turkey,40.715,26.1,HOCA01,Neo,6500,5500,10,1
HOCE,Hocevarica,Slovenia,46,14.3,HOCE01,LN/EBA,3643,3510,0,11
HOCE,Hocevarica,Slovenia,46,14.3,HOCE0102,LN/EBA,3690,3550,0,4
HOCE,Hocevarica,Slovenia,46,14.3,HOCE02,LN/EBA,3662,3531,1,7
HOLM,Holm Mains Farm,UK,57.443,-4.241,HOLM01,EBA,2400,2130,3,0
HORN,Hornstaad-Hörnle IA,Germany,47.694,8.994,HORN01,LN,3922,3902,3,14
HOWI,Howick Heugh,UK,55.445,-1.628,HOWI01,BA,1686,1194,1,0
HOWL,Howl's Nest,UK,54.509,-1.256,HOWL01,BA,1686,1194,1,0
HUT,Iron Age Hut,Switzerland,46.908,10.259,HUT01,IA,882,628,4,1
ICA,Ica,Latvia,56.825,27.02,ICA01,Narva,4500,4000,0,4
